datecollected,siteid,sampleid,basisofrecord,minimumdepthinmeters,maximumdepthinmeters,taxaname,taxanameid,samplingeffort,parameter,parameter_value,parameter_standardunit
2002-10-07,AME,AME_20021007,HumanObservation,0.0,5.0,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2002-10-07,AME,AME_20021007,HumanObservation,0.0,5.0,Dicentrarchus labrax,126975,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2002-10-07,AME,AME_20021007,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,364.0,Ind
2002-10-07,AME,AME_20021007,HumanObservation,0.0,5.0,Platichthys flesus,127141,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2002-10-07,AMI,AMI_20021007,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,8.0,Ind
2002-10-07,AMI,AMI_20021007,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,25.0,Ind
2002-10-07,AMI,AMI_20021007,HumanObservation,0.0,5.0,Macropodia rostrata,107345,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2002-10-07,AMI,AMI_20021007,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,14.0,Ind
2002-10-07,AMI,AMI_20021007,HumanObservation,0.0,5.0,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2002-10-07,AMI,AMI_20021007,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,56.0,Ind
2002-10-07,AMI,AMI_20021007,HumanObservation,0.0,5.0,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
2002-10-07,AMM,AMM_20021007,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,35.0,Ind
2002-10-07,AMM,AMM_20021007,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,16.0,Ind
2002-10-07,AMM,AMM_20021007,HumanObservation,0.0,5.0,Upogebia pusilla,107741,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2002-10-07,AMM,AMM_20021007,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,23.0,Ind
2002-10-07,AMM,AMM_20021007,HumanObservation,0.0,5.0,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
2002-10-07,AMM,AMM_20021007,HumanObservation,0.0,5.0,Anguilla anguilla,126281,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2002-10-07,AMM,AMM_20021007,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,38.0,Ind
1997-09-10,ABE,ABE_19970910,HumanObservation,1.9,3.2,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1997-09-10,ABE,ABE_19970910,HumanObservation,1.9,3.2,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1997-09-10,ABE,ABE_19970910,HumanObservation,1.9,3.2,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,11.0,Ind
1997-09-10,ABI,ABI_19970910,HumanObservation,2.0,3.8,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,14.0,Ind
1997-09-10,ABI,ABI_19970910,HumanObservation,2.0,3.8,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,170.0,Ind
1997-09-10,ABI,ABI_19970910,HumanObservation,2.0,3.8,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,30.0,Ind
1997-09-10,ABI,ABI_19970910,HumanObservation,2.0,3.8,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,152.0,Ind
1997-09-10,ABI,ABI_19970910,HumanObservation,2.0,3.8,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1997-09-10,ABM,ABM_19970910,HumanObservation,1.7,2.7,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,25.0,Ind
1997-09-10,ABM,ABM_19970910,HumanObservation,1.7,2.7,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,15.0,Ind
1997-09-10,ABM,ABM_19970910,HumanObservation,1.7,2.7,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,155.0,Ind
1997-09-10,ABM,ABM_19970910,HumanObservation,1.7,2.7,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
1998-09-29,ABE,ABE_19980929,HumanObservation,1.9,3.2,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
1998-09-29,ABE,ABE_19980929,HumanObservation,1.9,3.2,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1998-09-29,ABI,ABI_19980929,HumanObservation,2.0,3.8,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,6.0,Ind
1998-09-29,ABI,ABI_19980929,HumanObservation,2.0,3.8,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,7.0,Ind
1998-09-29,ABI,ABI_19980929,HumanObservation,2.0,3.8,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,61.0,Ind
1998-09-29,ABI,ABI_19980929,HumanObservation,2.0,3.8,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
1998-09-29,ABI,ABI_19980929,HumanObservation,2.0,3.8,Syngnathus abaster,127386,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1998-09-29,ABI,ABI_19980929,HumanObservation,2.0,3.8,Gobius niger,126892,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1998-09-29,ABI,ABI_19980929,HumanObservation,2.0,3.8,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,35.0,Ind
1998-09-29,ABI,ABI_19980929,HumanObservation,2.0,3.8,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,4.0,Ind
1998-09-29,ABM,ABM_19980929,HumanObservation,1.7,2.7,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1998-09-29,ABM,ABM_19980929,HumanObservation,1.7,2.7,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,55.0,Ind
1998-09-29,ABM,ABM_19980929,HumanObservation,1.7,2.7,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
1998-09-29,ABM,ABM_19980929,HumanObservation,1.7,2.7,Anguilla anguilla,126281,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1998-09-29,ABM,ABM_19980929,HumanObservation,1.7,2.7,Gobius niger,126892,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1998-09-29,ABM,ABM_19980929,HumanObservation,1.7,2.7,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,14.0,Ind
1998-09-29,ABM,ABM_19980929,HumanObservation,1.7,2.7,Psetta maxima,154473,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1998-09-29,ABM,ABM_19980929,HumanObservation,1.7,2.7,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,4.0,Ind
1999-09-02,ABE,ABE_19990902,HumanObservation,1.9,3.2,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1999-09-02,ABE,ABE_19990902,HumanObservation,1.9,3.2,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,26.0,Ind
1999-09-02,ABE,ABE_19990902,HumanObservation,1.9,3.2,Platichthys flesus,127141,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1999-09-02,ABE,ABE_19990902,HumanObservation,1.9,3.2,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1999-09-02,ABI,ABI_19990902,HumanObservation,2.0,3.8,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,11.0,Ind
1999-09-02,ABI,ABI_19990902,HumanObservation,2.0,3.8,Syngnathus sp.,126227,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1999-09-02,ABI,ABI_19990902,HumanObservation,2.0,3.8,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,74.0,Ind
1999-09-02,ABI,ABI_19990902,HumanObservation,2.0,3.8,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1999-09-02,ABM,ABM_19990902,HumanObservation,1.7,2.7,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1999-09-02,ABM,ABM_19990902,HumanObservation,1.7,2.7,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,6.0,Ind
1999-09-02,ABM,ABM_19990902,HumanObservation,1.7,2.7,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,4.0,Ind
1999-09-02,ABM,ABM_19990902,HumanObservation,1.7,2.7,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,27.0,Ind
2000-10-20,ABE,ABE_20001020,HumanObservation,1.9,3.2,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,37.0,Ind
2000-10-20,ABE,ABE_20001020,HumanObservation,1.9,3.2,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2000-10-20,ABE,ABE_20001020,HumanObservation,1.9,3.2,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,48.0,Ind
2000-10-20,ABE,ABE_20001020,HumanObservation,1.9,3.2,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2000-10-20,ABE,ABE_20001020,HumanObservation,1.9,3.2,Diplodus sargus,127053,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,12.0,Ind
2000-10-20,ABE,ABE_20001020,HumanObservation,1.9,3.2,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,196.0,Ind
2000-10-20,ABE,ABE_20001020,HumanObservation,1.9,3.2,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,13.0,Ind
2000-10-20,ABI,ABI_20001020,HumanObservation,2.0,3.8,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,62.0,Ind
2000-10-20,ABI,ABI_20001020,HumanObservation,2.0,3.8,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,17.0,Ind
2000-10-20,ABI,ABI_20001020,HumanObservation,2.0,3.8,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,73.0,Ind
2000-10-20,ABI,ABI_20001020,HumanObservation,2.0,3.8,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,20.0,Ind
2000-10-20,ABI,ABI_20001020,HumanObservation,2.0,3.8,Diplodus sargus,127053,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2000-10-20,ABI,ABI_20001020,HumanObservation,2.0,3.8,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,95.0,Ind
2000-10-20,ABI,ABI_20001020,HumanObservation,2.0,3.8,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2000-10-20,ABM,ABM_20001020,HumanObservation,1.7,2.7,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,Ind
2000-10-20,ABM,ABM_20001020,HumanObservation,1.7,2.7,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,32.0,Ind
2000-10-20,ABM,ABM_20001020,HumanObservation,1.7,2.7,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,86.0,Ind
2000-10-20,ABM,ABM_20001020,HumanObservation,1.7,2.7,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2000-10-20,ABM,ABM_20001020,HumanObservation,1.7,2.7,Diplodus sargus,127053,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,9.0,Ind
2000-10-20,ABM,ABM_20001020,HumanObservation,1.7,2.7,Gobius niger,126892,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2000-10-20,ABM,ABM_20001020,HumanObservation,1.7,2.7,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,51.0,Ind
2000-10-20,ABM,ABM_20001020,HumanObservation,1.7,2.7,Platichthys flesus,127141,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2000-10-20,ABM,ABM_20001020,HumanObservation,1.7,2.7,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,12.0,Ind
2001-10-20,ABE,ABE_20011020,HumanObservation,1.9,3.2,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
2001-10-20,ABE,ABE_20011020,HumanObservation,1.9,3.2,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,17.0,Ind
2001-10-20,ABE,ABE_20011020,HumanObservation,1.9,3.2,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,73.0,Ind
2001-10-20,ABE,ABE_20011020,HumanObservation,1.9,3.2,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2001-10-20,ABE,ABE_20011020,HumanObservation,1.9,3.2,Diplodus sargus,127053,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2001-10-20,ABE,ABE_20011020,HumanObservation,1.9,3.2,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,30.0,Ind
2001-10-20,ABE,ABE_20011020,HumanObservation,1.9,3.2,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2001-10-20,ABI,ABI_20011020,HumanObservation,2.0,3.8,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,28.0,Ind
2001-10-20,ABI,ABI_20011020,HumanObservation,2.0,3.8,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,19.0,Ind
2001-10-20,ABI,ABI_20011020,HumanObservation,2.0,3.8,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,150.0,Ind
2001-10-20,ABI,ABI_20011020,HumanObservation,2.0,3.8,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2001-10-20,ABI,ABI_20011020,HumanObservation,2.0,3.8,Syngnathus sp.,126227,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2001-10-20,ABI,ABI_20011020,HumanObservation,2.0,3.8,Dicentrarchus labrax,126975,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2001-10-20,ABI,ABI_20011020,HumanObservation,2.0,3.8,Gobius niger,126892,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2001-10-20,ABI,ABI_20011020,HumanObservation,2.0,3.8,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,41.0,Ind
